name,taxid,rank
"Panacibacter ginsenosidivorans","1813871","species"
"Bryobacteraceae","1962910","family"
"Paludibaculum","1649475","genus"
"Paludibaculum fermentans","1473598","species"
"Pandoraea","93217","genus"
"Pandoraea apista","93218","species"
"Pandoraea fibrosis","1891094","species"
"Pandoraea faecigallinarum","656179","species"
"Pandoraea oxalativorans","573737","species"
"Pandoraea pnomenusa","93220","species"
"Pandoraea norimbergensis","93219","species"
"Pandoraea thiooxydans","445709","species"
"Pandoraea pulmonicola","93221","species"
"Pandoraea sputorum","93222","species"
"Pannonibacter","227873","genus"
"Pannonibacter phragmitetus","121719","species"
"Pandoraea vervacti","656178","species"
"Pantoea agglomerans","549","species"
"Pantoea alhagi","1891675","species"
"Pantoea ananatis","553","species"
"Pantoea cypripedii","55209","species"
"Pantoea eucalypti","470933","species"
"Pantoea rwandensis","1076550","species"
"Pantoea dispersa","59814","species"
"Pantoea stewartii","66269","species"
"Pantoea vagans","470934","species"
"Tannerellaceae","2005525","family"
"Parabacteroides","375288","genus"
"Parabacteroides distasonis","823","species"
"Paraburkholderia","1822464","genus"
"Paraburkholderia acidiphila","2571747","species"
"Paraburkholderia caffeinilytica","1761016","species"
"Paraburkholderia caledonica","134536","species"
"Paraburkholderia acidisoli","2571748","species"
"Paraburkholderia caribensis","75105","species"
"Paraburkholderia fungorum","134537","species"
"Paraburkholderia hospita","169430","species"
"Paraburkholderia graminis","60548","species"
"Paraburkholderia phenoliruptrix","252970","species"
"Paraburkholderia megapolitana","420953","species"
"Paraburkholderia phymatum","148447","species"
"Paraburkholderia ginsengisoli","311231","species"
"Paraburkholderia phytofirmans","261302","species"
"Paraburkholderia terricola","169427","species"
"Paraburkholderia tropica","92647","species"
"Paraburkholderia terrae","311230","species"
"Paraburkholderia sprentiae","948107","species"
"Paraburkholderia xenovorans","36873","species"
"Paracoccus","265","genus"
"Paracoccus denitrificans","266","species"
"Paraclostridium","1849822","genus"
"Paraclostridium bifermentans","1490","species"
"Paracoccus contaminans","1945662","species"
"Paracoccus aminophilus","34003","species"
"Paracoccus mutanolyticus","1499308","species"
"Parachlamydia","83551","genus"
"Parachlamydia acanthamoebae","83552","species"
"Paracoccus kondratievae","135740","species"
"Paracoccus pantotrophus","82367","species"
"Paracoccus sanguinis","1545044","species"
"Paracoccus liaowanqingii","2560053","species"
"Paracoccus yeei","147645","species"
"Paracoccus zhejiangensis","1077935","species"
"Parageobacillus","1906945","genus"
"Parageobacillus thermoglucosidasius","1426","species"
"Paracoccus jeotgali","2065379","species"
"Paraflavitalea","2698688","genus"
"Paraflavitalea soli","2315862","species"
"Parageobacillus toebii","153151","species"
"Paraoceanicella","2683599","genus"
"Paraoceanicella profunda","2579971","species"
"Paraglaciecola","1621534","genus"
"Paraglaciecola mesophila","197222","species"
"Paraglaciecola psychrophila","326544","species"
"Paraoerskovia","665568","genus"
"Paraoerskovia marina","545619","species"
"Paracoccus suum","2259340","species"
"Pararhodospirillum","1612157","genus"
"Pararhodospirillum photometricum","1084","species"
"Parasphingopyxis","1234545","genus"
"Parasphingopyxis algicola","2026624","species"
"Parasphingorhabdus","2709685","genus"
"Parasphingorhabdus flavimaris","266812","species"
"Parascardovia","196082","genus"
"Parascardovia denticolens","78258","species"
"Paraphotobacterium","2042066","genus"
"Paraphotobacterium marinum","1755811","species"
"Paraurantiacibacter","2800682","genus"
"Paraurantiacibacter namhicola","645517","species"
"Parasedimentitalea","2738399","genus"
"Parasedimentitalea marina","2483033","species"
"Parvibaculum","256616","genus"
"Parvibaculum lavamentivorans","256618","species"
"Parvimonas","543311","genus"
"Parvimonas micra","33033","species"
"Parolsenella","2082587","genus"
"Parolsenella catena","2003188","species"
"Pasteurella","745","genus"
"Pasteurella multocida","747","species"
"Parvularculales","255473","order"
"Parvularculaceae","255474","family"
"Parvularcula","208215","genus"
"Parvularcula bermudensis","208216","species"
"Pasteurella dagmatis","754","species"
"Emcibacterales","2066490","order"
"Emcibacteraceae","2066491","family"
"Paremcibacter","2813804","genus"
"Paremcibacter congregatus","2043170","species"
"Pasteurella skyensis","97481","species"
"Paucibacter","318147","genus"
"Paucilactobacillus nenjiangensis","1296540","species"
"Pectobacterium","122277","genus"
"Pectobacterium aroidearum","1201031","species"
"Pauljensenia","2740557","genus"
"Pauljensenia hongkongensis","178339","species"
"Paucimonas","157932","genus"
"Paucimonas lemoignei","29443","species"
"Pectobacterium atrosepticum","29471","species"
"Pectobacterium brasiliense","180957","species"
"Pectobacterium carotovorum","554","species"
"Pectobacterium odoriferum","78398","species"
"Pectobacterium parmentieri","1905730","species"
"Pectobacterium polaris","2042057","species"
"Pectobacterium versatile","2488639","species"
"Pectobacterium punjabense","2108399","species"
"Pectobacterium wasabiae","55208","species"
"Pediococcus","1253","genus"
"Pediococcus acidilactici","1254","species"
"Pediococcus claussenii","187452","species"
"Pediococcus damnosus","51663","species"
"Pediococcus pentosaceus","1255","species"
"Pediococcus inopinatus","114090","species"
"Pedobacter","84567","genus"
"Pedobacter cryoconitis","188932","species"
"Pedobacter ginsengisoli","363852","species"
"Pedobacter heparinus","984","species"
"Pedobacter roseus","336820","species"
"Pedococcus","2805645","genus"
"Pedococcus dokdonensis","443156","species"
"Pelagerythrobacter","2800685","genus"
"Pelagerythrobacter marensis","543877","species"
"Pelagibacterium","1082930","genus"
"Pelagibacterium halotolerans","531813","species"
"Pelagovum","2795377","genus"
"Pelagovum pacificum","2588711","species"
"Syntrophotaleaceae","2812024","family"
"Syntrophotalea","2812025","genus"
"Syntrophotalea carbinolica","19","species"
"Pedobacter steynii","430522","species"
"Pelobacter","18","genus"
"Pelobacter propionicus","29543","species"
"Pelodictyon","1099","genus"
"Pelodictyon luteolum","1100","species"
"Pelolinea","1649478","genus"
"Pelolinea submarina","913107","species"
"Pelodictyon phaeoclathratiforme","34090","species"
"Pelosinus","365348","genus"
"Pelosinus fermentans","365349","species"
"Peptacetobacter","2743582","genus"
"Peptacetobacter hiranonis","89152","species"
"Peptoclostridium","1481960","genus"
"Peptoclostridium acidaminophilum","1731","species"
"Peptoniphilus","162289","genus"
"Peptoniphilus ivorii","54006","species"
"Peptoniphilus harei","54005","species"
"Pelotomaculum","191373","genus"
"Pelotomaculum thermopropionicum","110500","species"
"Peptostreptococcaceae bacterium oral taxon 929","2081703","species"
"Peribacillus","2675229","genus"
"Peribacillus asahii","228899","species"
"Peribacillus psychrosaccharolyticus","1407","species"
"Pelagibaca","360528","genus"
"Pelagibaca abyssi","1250539","species"
"Permianibacter","1649479","genus"
"Permianibacter aggregans","1510150","species"
"Hydrogenothermaceae","224027","family"
"Persephonella","182899","genus"
"Persephonella marina","309805","species"
"Peribacillus simplex","1478","species"
"Vallitaleaceae","2603322","family"
"Petrocella","2603323","genus"
"Petrocella atlantisensis","2173034","species"
"Persicimonas","2766927","genus"
"Persicimonas caeni","2292766","species"
"Petrimonas","307628","genus"
"Petrimonas mucosa","1642646","species"
"Petrotoga","28236","genus"
"Petrotoga mobilis","69499","species"
"Phaeobacter","302485","genus"
"Phaeobacter gallaeciensis","60890","species"
"Phaeobacter inhibens","221822","species"
"Peribacillus butanolivorans","421767","species"
"Peribacillus muralis","264697","species"
"Phaeobacter piscinae","1580596","species"
"Phaeobacter porticola","1844006","species"
"Phascolarctobacterium","33024","genus"
"Phascolarctobacterium faecium","33025","species"
"Phenylobacterium","20","genus"
"Phenylobacterium parvum","2201350","species"
"Phenylobacterium zucineum","284016","species"
"Phocaeicola coprophilus","387090","species"
"Phocaeicola salanitronis","376805","species"
"Photobacterium","657","genus"
"Photobacterium damselae","38293","species"
"Photobacterium gaetbulicola","1295392","species"
"Photobacterium ganghwense","320778","species"
"Photobacterium profundum","74109","species"
"Photorhabdus","29487","genus"
"Photorhabdus luminescens","29488","species"
"Photorhabdus laumondii","2218628","species"
"Photorhabdus thracensis","230089","species"
"Phreatobacter","1632780","genus"
"Phreatobacter cathodiphilus","1868589","species"
"Photorhabdus asymbiotica","291112","species"
"Phreatobacter stygius","1940610","species"
"Phycicoccus","367298","genus"
"Phycicoccus endophyticus","1690220","species"
"Phycisphaerales","666506","order"
"Phycisphaerales bacterium","2052180","species"
"Phycisphaeraceae","666507","family"
"Phycisphaera","666508","genus"
"Phycisphaera mikurensis","547188","species"
"Phyllobacterium","28100","genus"
"Phyllobacterium zundukense","1867719","species"
"Phytobacter","447792","genus"
"Phytobacter diazotrophicus","395631","species"
"Pirellula","123","genus"
"Pigmentiphaga","152267","genus"
"Pigmentiphaga aceris","1940612","species"
"Phytohabitans","907364","genus"
"Phytohabitans flavus","1076124","species"
"Phytohabitans suffuscus","624315","species"
"Pimelobacter","2044","genus"
"Pimelobacter simplex","2045","species"
"Piscirickettsia","1237","genus"
"Piscirickettsia salmonis","1238","species"
"Pirellulimonas","2795783","genus"
"Pirellulimonas nuda","2528009","species"
"Pirellula staleyi","125","species"
"Pistricoccus","1897649","genus"
"Pistricoccus aurantiacus","1883414","species"
"Planctomyces","118","genus"
"Planctomycetales bacterium","2053591","species"
"Planococcus","1372","genus"
"Planococcus antarcticus","161360","species"
"Planctopirus","1649480","genus"
"Planctopirus ephydatiae","2528019","species"
"Planktothrix","54304","genus"
"Planktothrix agardhii","1160","species"
"Planktomarina","1284657","genus"
"Planktomarina temperata","1284658","species"
"Planctopirus limnophila","120","species"
"Planococcus dechangensis","1176255","species"
"Planococcus plakortidis","1038856","species"
"Planococcus faecalis","1598147","species"
"Planococcus donghaensis","414778","species"
"Planococcus halocryophilus","1215089","species"
"Planococcus maritimus","192421","species"
"Planococcus kocurii","1374","species"
"Planomicrobium","162291","genus"
"Planomicrobium glaciei","459472","species"
"Planococcus rifietoensis","200991","species"
"Planococcus versutus","1302659","species"
"Plantactinospora","673534","genus"
"Pleomorphomonas","261933","genus"
"Plantibacter","190323","genus"
"Plantibacter flavus","150123","species"
"Plesiomonas","702","genus"
"Plesiomonas shigelloides","703","species"
"Pluralibacter gergoviae","61647","species"
"Pleurocapsales","52604","order"
"Hyellaceae","1890500","family"
"Pleurocapsa","44474","genus"
"Pleurocapsa minor","54308","species"
"Polaribacter","52959","genus"
"Polaribacter reichenbachii","996801","species"
"Polaribacter haliotis","1888915","species"
"Polaribacter sejongensis","985043","species"
"Polaribacter vadi","1774273","species"
"Polaromonas","52972","genus"
"Polaromonas vacuolata","37448","species"
"Polaromonas naphthalenivorans","216465","species"
"Polymorphum","991903","genus"
"Polymorphum gilvum","991904","species"
"Polymorphospora","338583","genus"
"Polymorphospora rubra","338584","species"
"Polynucleobacter","44013","genus"
"Polynucleobacter asymbioticus","576611","species"
"Polynucleobacter duraquae","1835254","species"
"Polynucleobacter necessarius","576610","species"
"Pontibacillus","289201","genus"
"Polystyrenella","2795774","genus"
"Polystyrenella longa","2528007","species"
"Polynucleobacter wuianus","1743168","species"
"Pontibacter","323449","genus"
"Pontibacter actiniarum","323450","species"
"Poriferisphaera","2803301","genus"
"Poriferisphaera corsica","2528020","species"
"Pontimonas","1434032","genus"
"Pontimonas salivibrio","1159327","species"
"Porphyrobacter","1111","genus"
"Pontivivens","1844015","genus"
"Porphyromonadaceae","171551","family"
"Porphyromonas","836","genus"
"Porphyromonas asaccharolytica","28123","species"
"Porphyromonas cangingivalis","36874","species"
"Porphyromonas gingivalis","837","species"
"Porphyromonas crevioricanis","393921","species"
"Pontibacter korlensis","400092","species"
"Poseidonibacter","2321187","genus"
"Poseidonibacter lekithochrous","1904463","species"
"Poseidonibacter parvus","1850254","species"
"Pragia","82984","genus"
"Pragia fontium","82985","species"
"Pradoshia","2651279","genus"
"Prauserella","142577","genus"
"Prauserella marina","530584","species"
"Prevotella","838","genus"
"Prevotella copri","165179","species"
"Prevotella fusca","589436","species"
"Prevotella intermedia","28131","species"
"Prevotella enoeca","76123","species"
"Prevotella denticola","28129","species"
"Prevotella dentalis","52227","species"
"Prevotella jejuni","1177574","species"
"Prevotella melaninogenica","28132","species"
"Prevotella oris","28135","species"
"Prevotella ruminicola","839","species"
"Priestia aryabhattai","412384","species"
"Prevotella sp. oral taxon 299","652716","species"
"Prevotella scopos","589437","species"
"Priestia endophytica","135735","species"
"Prochloraceae","1213","family"
"Prochlorococcus","1218","genus"
"Prochlorococcus marinus","1219","species"
"Propionibacterium","1743","genus"
"Propionibacterium freudenreichii","1744","species"
"Propionibacterium acidifaciens","556499","species"
"Profundibacter","2778525","genus"
"Profundibacter amoris","2171755","species"
"Propionibacterium sp. oral taxon 193","671223","species"
"Prosthecochloris","1101","genus"
"Prosthecochloris aestuarii","1102","species"
"Brevilactibacter coleopterorum","2714937","species"
