name,taxid,rank
"Klebsiella pneumoniae 2018N17-066","-1","genome"
"Klebsiella pneumoniae 2018N16-148","-1","genome"
"Klebsiella pneumoniae 2018S06-082","-1","genome"
"Klebsiella pneumoniae 2018S07-013","-1","genome"
"Klebsiella pneumoniae 2018C01-046","-1","genome"
"Klebsiella pneumoniae 2-1","-1","genome"
"Klebsiella pneumoniae 203","-1","genome"
"Klebsiella pneumoniae 20467","-1","genome"
"Klebsiella pneumoniae 2019036D","-1","genome"
"Klebsiella pneumoniae 20_GR_12","-1","genome"
"Klebsiella pneumoniae 23","-1","genome"
"Klebsiella pneumoniae 2e","-1","genome"
"Klebsiella pneumoniae 30684/NJST258_2","1420013","genome"
"Klebsiella pneumoniae 2_GR_12","-1","genome"
"Klebsiella pneumoniae 30660/NJST258_1","1420012","genome"
"Klebsiella pneumoniae 33","-1","genome"
"Klebsiella pneumoniae 342","507522","genome"
"Klebsiella pneumoniae 160111","-1","genome"
"Klebsiella pneumoniae 39427","-1","genome"
"Klebsiella pneumoniae 39428","-1","genome"
"Klebsiella pneumoniae 34618","-1","genome"
"Klebsiella pneumoniae 32192","-1","genome"
"Klebsiella pneumoniae 39","-1","genome"
"Klebsiella pneumoniae 459","-1","genome"
"Klebsiella pneumoniae 4743","-1","genome"
"Klebsiella pneumoniae 500_1420","1304922","genome"
"Klebsiella pneumoniae 47733","-1","genome"
"Klebsiella pneumoniae 51015","-1","genome"
"Klebsiella pneumoniae 555","-1","genome"
"Klebsiella pneumoniae 6","-1","genome"
"Klebsiella pneumoniae 616","-1","genome"
"Klebsiella pneumoniae 50595","-1","genome"
"Klebsiella pneumoniae 721005","-1","genome"
"Klebsiella pneumoniae 309074","-1","genome"
"Klebsiella pneumoniae 675920","-1","genome"
"Klebsiella pneumoniae 825795-1","-1","genome"
"Klebsiella pneumoniae 911021","-1","genome"
"Klebsiella pneumoniae 9630","-1","genome"
"Klebsiella pneumoniae A16KP0119","-1","genome"
"Klebsiella pneumoniae 9949","-1","genome"
"Klebsiella pneumoniae A16KP0012","-1","genome"
"Klebsiella pneumoniae A16KP0127","-1","genome"
"Klebsiella pneumoniae A16KP0016","-1","genome"
"Klebsiella pneumoniae 4/1-2","-1","genome"
"Klebsiella pneumoniae A16KP0135","-1","genome"
"Klebsiella pneumoniae A17KP0004","-1","genome"
"Klebsiella pneumoniae A17KP0038","-1","genome"
"Klebsiella pneumoniae A17KP0008","-1","genome"
"Klebsiella pneumoniae AATZP","-1","genome"
"Klebsiella pneumoniae AR376","-1","genome"
"Klebsiella pneumoniae AP8555","-1","genome"
"Klebsiella pneumoniae ABFPV","-1","genome"
"Klebsiella pneumoniae AR_0046","-1","genome"
"Klebsiella pneumoniae AR_0047","-1","genome"
"Klebsiella pneumoniae AR438","-1","genome"
"Klebsiella pneumoniae AR_0066","-1","genome"
"Klebsiella pneumoniae AR_0068","-1","genome"
"Klebsiella pneumoniae AR_0075","-1","genome"
"Klebsiella pneumoniae AR_0076","-1","genome"
"Klebsiella pneumoniae AR_0079","-1","genome"
"Klebsiella pneumoniae AR_0049","-1","genome"
"Klebsiella pneumoniae AR_0087","-1","genome"
"Klebsiella pneumoniae AR_0107","-1","genome"
"Klebsiella pneumoniae AR_0098","-1","genome"
"Klebsiella pneumoniae AR_0112","-1","genome"
"Klebsiella pneumoniae AR_0097","-1","genome"
"Klebsiella pneumoniae AR_0113","-1","genome"
"Klebsiella pneumoniae AR_0117","-1","genome"
"Klebsiella pneumoniae ABFQB","-1","genome"
"Klebsiella pneumoniae AR_0115","-1","genome"
"Klebsiella pneumoniae AR_0125","-1","genome"
"Klebsiella pneumoniae AR_0120","-1","genome"
"Klebsiella pneumoniae AR_0080","-1","genome"
"Klebsiella pneumoniae AR_0135","-1","genome"
"Klebsiella pneumoniae AR_0138","-1","genome"
"Klebsiella pneumoniae AR_0129","-1","genome"
"Klebsiella pneumoniae AR_0126","-1","genome"
"Klebsiella pneumoniae AR_0140","-1","genome"
"Klebsiella pneumoniae AR_0141","-1","genome"
"Klebsiella pneumoniae AR_0139","-1","genome"
"Klebsiella pneumoniae AR_0145","-1","genome"
"Klebsiella pneumoniae AR_0143","-1","genome"
"Klebsiella pneumoniae AR_0148","-1","genome"
"Klebsiella pneumoniae AR_0152","-1","genome"
"Klebsiella pneumoniae AR_0158","-1","genome"
"Klebsiella pneumoniae AR_0142","-1","genome"
"Klebsiella pneumoniae AR_0146","-1","genome"
"Klebsiella pneumoniae AR_0160","-1","genome"
"Klebsiella pneumoniae AR_0109","-1","genome"
"Klebsiella pneumoniae AR_0361","-1","genome"
"Klebsiella pneumoniae ATCC 35657","-1","genome"
"Klebsiella pneumoniae AR_0153","-1","genome"
"Klebsiella pneumoniae AR_0363","-1","genome"
"Klebsiella pneumoniae ATCC BAA-2146","1263871","genome"
"Klebsiella pneumoniae AR_362","-1","genome"
"Klebsiella pneumoniae AUSMDU00003562","-1","genome"
"Klebsiella pneumoniae B12(AN)","-1","genome"
"Klebsiella pneumoniae AUSMDU00008119","-1","genome"
"Klebsiella pneumoniae B16KP0048","-1","genome"
"Klebsiella pneumoniae B16KP0089","-1","genome"
"Klebsiella pneumoniae B16KP0102","-1","genome"
"Klebsiella pneumoniae B16KP0141","-1","genome"
"Klebsiella pneumoniae B16KP0157","-1","genome"
"Klebsiella pneumoniae B16KP0183","-1","genome"
"Klebsiella pneumoniae B16KP0177","-1","genome"
"Klebsiella pneumoniae B16KP0198","-1","genome"
"Klebsiella pneumoniae B16KP0078","-1","genome"
"Klebsiella pneumoniae B17KP0021","-1","genome"
"Klebsiella pneumoniae B17KP0020","-1","genome"
"Klebsiella pneumoniae B31","-1","genome"
"Klebsiella pneumoniae B17KP0069","-1","genome"
"Klebsiella pneumoniae BA10835","-1","genome"
"Klebsiella pneumoniae BA2275","-1","genome"
"Klebsiella pneumoniae BA33875","-1","genome"
"Klebsiella pneumoniae BA28434","-1","genome"
"Klebsiella pneumoniae BA34918","-1","genome"
"Klebsiella pneumoniae BA1559","-1","genome"
"Klebsiella pneumoniae Bckp021","-1","genome"
"Klebsiella pneumoniae Bckp067","-1","genome"
"Klebsiella pneumoniae Bckp091","-1","genome"
"Klebsiella pneumoniae Bckp101","-1","genome"
"Klebsiella pneumoniae B17KP0067","-1","genome"
"Klebsiella pneumoniae BA4656","-1","genome"
"Klebsiella pneumoniae Bckp186","-1","genome"
"Klebsiella pneumoniae Bckp212","-1","genome"
"Klebsiella pneumoniae Bckp206","-1","genome"
"Klebsiella pneumoniae BD_DM_697","-1","genome"
"Klebsiella pneumoniae BD_DM_914","-1","genome"
"Klebsiella pneumoniae B16KP0226","-1","genome"
"Klebsiella pneumoniae BK13043","-1","genome"
"Klebsiella pneumoniae BIC-1","-1","genome"
"Klebsiella pneumoniae BJCFK909","-1","genome"
"Klebsiella pneumoniae blaNDM-1","-1","genome"
"Klebsiella pneumoniae BWHC1","-1","genome"
"Klebsiella pneumoniae BR","-1","genome"
"Klebsiella pneumoniae C1398","-1","genome"
"Klebsiella pneumoniae BD_DM_782","-1","genome"
"Klebsiella pneumoniae C16KP0049","-1","genome"
"Klebsiella pneumoniae C16KP0024","-1","genome"
"Klebsiella pneumoniae C16KP0050","-1","genome"
"Klebsiella pneumoniae C16KP0053","-1","genome"
"Klebsiella pneumoniae C16KP0077","-1","genome"
"Klebsiella pneumoniae C16KP0078","-1","genome"
"Klebsiella pneumoniae C16KP0065","-1","genome"
"Klebsiella pneumoniae C16KP0098","-1","genome"
"Klebsiella pneumoniae C16KP0102","-1","genome"
"Klebsiella pneumoniae C16KP0036","-1","genome"
"Klebsiella pneumoniae C16KP0129","-1","genome"
"Klebsiella pneumoniae BP327","-1","genome"
"Klebsiella pneumoniae C16KP0189","-1","genome"
"Klebsiella pneumoniae C16KP0164","-1","genome"
"Klebsiella pneumoniae C16KP0122","-1","genome"
"Klebsiella pneumoniae BP3636","-1","genome"
"Klebsiella pneumoniae C16KP0160","-1","genome"
"Klebsiella pneumoniae C16KP0192","-1","genome"
"Klebsiella pneumoniae C17KP0008","-1","genome"
"Klebsiella pneumoniae C17KP0019","-1","genome"
"Klebsiella pneumoniae C17KP0020","-1","genome"
"Klebsiella pneumoniae C17KP0033","-1","genome"
"Klebsiella pneumoniae C17KP0052","-1","genome"
"Klebsiella pneumoniae C17KP0063","-1","genome"
"Klebsiella pneumoniae C2315","-1","genome"
"Klebsiella pneumoniae C2","-1","genome"
"Klebsiella pneumoniae C17KP0039","-1","genome"
"Klebsiella pneumoniae C2601","-1","genome"
"Klebsiella pneumoniae C2414","-1","genome"
"Klebsiella pneumoniae C2343","-1","genome"
"Klebsiella pneumoniae C2660","-1","genome"
"Klebsiella pneumoniae C17KP0040","-1","genome"
"Klebsiella pneumoniae C2972","-1","genome"
"Klebsiella pneumoniae C2974","-1","genome"
"Klebsiella pneumoniae C51","-1","genome"
"Klebsiella pneumoniae C789","-1","genome"
"Klebsiella pneumoniae C16KP0108","-1","genome"
"Klebsiella pneumoniae CAV1042","-1","genome"
"Klebsiella pneumoniae CAV1016","-1","genome"
"Klebsiella pneumoniae CAV1193","-1","genome"
"Klebsiella pneumoniae CAV1217","-1","genome"
"Klebsiella pneumoniae CAV1392","-1","genome"
"Klebsiella pneumoniae CAV1344","-1","genome"
"Klebsiella pneumoniae CAV1417","-1","genome"
"Klebsiella pneumoniae C17KP0055","-1","genome"
"Klebsiella pneumoniae CAV1453","-1","genome"
"Klebsiella pneumoniae CCUG 70747","-1","genome"
"Klebsiella pneumoniae CFSAN054111","-1","genome"
"Klebsiella pneumoniae CDC 0106","-1","genome"
"Klebsiella pneumoniae CFSAN054110","-1","genome"
"Klebsiella pneumoniae CG43","1244085","genome"
"Klebsiella pneumoniae CCUG 70742","-1","genome"
"Klebsiella pneumoniae CN1","-1","genome"
"Klebsiella pneumoniae CR-HvKP1","-1","genome"
"Klebsiella pneumoniae cr-hvkp3","-1","genome"
"Klebsiella pneumoniae CR-HvKP5","-1","genome"
"Klebsiella pneumoniae CR-HvKP4","-1","genome"
"Klebsiella pneumoniae CRKP I","-1","genome"
"Klebsiella pneumoniae CRKP-1215","-1","genome"
"Klebsiella pneumoniae CRKP-2297","-1","genome"
"Klebsiella pneumoniae D1","-1","genome"
"Klebsiella pneumoniae D16KP0008","-1","genome"
"Klebsiella pneumoniae CR14","-1","genome"
"Klebsiella pneumoniae D16KP0042","-1","genome"
"Klebsiella pneumoniae D16KP0017","-1","genome"
"Klebsiella pneumoniae CAV1596","-1","genome"
"Klebsiella pneumoniae D16KP0025","-1","genome"
"Klebsiella pneumoniae D16KP0122","-1","genome"
"Klebsiella pneumoniae D16KP0144","-1","genome"
"Klebsiella pneumoniae D17KP0018","-1","genome"
"Klebsiella pneumoniae D17KP0032","-1","genome"
"Klebsiella pneumoniae DA12090","-1","genome"
"Klebsiella pneumoniae D16KP0146","-1","genome"
"Klebsiella pneumoniae D17KP0013","-1","genome"
"Klebsiella pneumoniae DA33140","-1","genome"
"Klebsiella pneumoniae D17KP0022","-1","genome"
"Klebsiella pneumoniae DA33141","-1","genome"
"Klebsiella pneumoniae D16KP0087","-1","genome"
"Klebsiella pneumoniae D16KP0109","-1","genome"
"Klebsiella pneumoniae DA33144","-1","genome"
"Klebsiella pneumoniae DHQP1002001","-1","genome"
"Klebsiella pneumoniae DT1","-1","genome"
"Klebsiella pneumoniae DT12","-1","genome"
"Klebsiella pneumoniae E16KP0032","-1","genome"
"Klebsiella pneumoniae E16KP0017","-1","genome"
"Klebsiella pneumoniae DMC1097","1284798","genome"
"Klebsiella pneumoniae E16KP0093","-1","genome"
"Klebsiella pneumoniae E16KP0115","-1","genome"
"Klebsiella pneumoniae E16KP0102","-1","genome"
"Klebsiella pneumoniae E16KP0133","-1","genome"
"Klebsiella pneumoniae E16KP0172","-1","genome"
"Klebsiella pneumoniae E16KP0180","-1","genome"
"Klebsiella pneumoniae E16KP0204","-1","genome"
"Klebsiella pneumoniae E16KP0212","-1","genome"
"Klebsiella pneumoniae E16KP0210","-1","genome"
"Klebsiella pneumoniae E16KP0218","-1","genome"
"Klebsiella pneumoniae E16KP0235","-1","genome"
"Klebsiella pneumoniae E16KP0268","-1","genome"
"Klebsiella pneumoniae DA48896","-1","genome"
"Klebsiella pneumoniae E16KP0224","-1","genome"
"Klebsiella pneumoniae E16KP0287","-1","genome"
"Klebsiella pneumoniae E16KP0241","-1","genome"
"Klebsiella pneumoniae E16KP0288","-1","genome"
"Klebsiella pneumoniae E16KP0290","-1","genome"
"Klebsiella pneumoniae E16KP0301","-1","genome"
"Klebsiella pneumoniae E16KP0035","-1","genome"
"Klebsiella pneumoniae E16KP0311","-1","genome"
"Klebsiella pneumoniae E16KP0258","-1","genome"
"Klebsiella pneumoniae E17KP0019","-1","genome"
"Klebsiella pneumoniae E17KP0027","-1","genome"
"Klebsiella pneumoniae E17KP0029","-1","genome"
"Klebsiella pneumoniae E17KP0033","-1","genome"
"Klebsiella pneumoniae E17KP0053","-1","genome"
"Klebsiella pneumoniae ED2","-1","genome"
"Klebsiella pneumoniae E17KP0052","-1","genome"
"Klebsiella pneumoniae F10(AN)","-1","genome"
"Klebsiella pneumoniae F127","-1","genome"
"Klebsiella pneumoniae E17KP0079","-1","genome"
"Klebsiella pneumoniae F13","-1","genome"
"Klebsiella pneumoniae ED23","-1","genome"
"Klebsiella pneumoniae F1","-1","genome"
"Klebsiella pneumoniae F16KP0001","-1","genome"
"Klebsiella pneumoniae F132","-1","genome"
"Klebsiella pneumoniae F16KP0002","-1","genome"
"Klebsiella pneumoniae F16KP0014","-1","genome"
"Klebsiella pneumoniae F138","-1","genome"
"Klebsiella pneumoniae F16KP0011","-1","genome"
"Klebsiella pneumoniae F16KP0019","-1","genome"
"Klebsiella pneumoniae F16KP0037","-1","genome"
"Klebsiella pneumoniae F16KP0038","-1","genome"
"Klebsiella pneumoniae F16KP0045","-1","genome"
"Klebsiella pneumoniae F16KP0050","-1","genome"
"Klebsiella pneumoniae F16KP0053","-1","genome"
"Klebsiella pneumoniae F16KP0064","-1","genome"
"Klebsiella pneumoniae F16KP0084","-1","genome"
"Klebsiella pneumoniae E17KP0085","-1","genome"
"Klebsiella pneumoniae F16KP0096","-1","genome"
"Klebsiella pneumoniae F16KP0108","-1","genome"
"Klebsiella pneumoniae F16KP0075","-1","genome"
"Klebsiella pneumoniae F16KP0070","-1","genome"
"Klebsiella pneumoniae F16KP0082","-1","genome"
"Klebsiella pneumoniae F17KP0001","-1","genome"
"Klebsiella pneumoniae F17KP0012","-1","genome"
"Klebsiella pneumoniae F17KP0054","-1","genome"
"Klebsiella pneumoniae F17KP0040","-1","genome"
"Klebsiella pneumoniae F44","-1","genome"
"Klebsiella pneumoniae F77","-1","genome"
"Klebsiella pneumoniae F5","-1","genome"
"Klebsiella pneumoniae F89-1","-1","genome"
"Klebsiella pneumoniae F93-1","-1","genome"
"Klebsiella pneumoniae F93-2","-1","genome"
"Klebsiella pneumoniae FDAARGOS_440","-1","genome"
"Klebsiella pneumoniae FDAARGOS_436","-1","genome"
"Klebsiella pneumoniae F81","-1","genome"
"Klebsiella pneumoniae FDAARGOS_442","-1","genome"
"Klebsiella pneumoniae FDAARGOS_443","-1","genome"
"Klebsiella pneumoniae FDAARGOS_445","-1","genome"
"Klebsiella pneumoniae FDAARGOS_447","-1","genome"
"Klebsiella pneumoniae FDAARGOS_446","-1","genome"
"Klebsiella pneumoniae FDAARGOS_444","-1","genome"
"Klebsiella pneumoniae FDAARGOS_531","-1","genome"
"Klebsiella pneumoniae FDAARGOS_566","-1","genome"
"Klebsiella pneumoniae FDAARGOS_630","-1","genome"
"Klebsiella pneumoniae FDAARGOS_631","-1","genome"
"Klebsiella pneumoniae FDAARGOS_775","-1","genome"
"Klebsiella pneumoniae FDAARGOS_629","-1","genome"
"Klebsiella pneumoniae GSU10-3","-1","genome"
"Klebsiella pneumoniae GN-2","-1","genome"
"Klebsiella pneumoniae HK787","1392500","genome"
"Klebsiella pneumoniae GZ-1","-1","genome"
"Klebsiella pneumoniae HS09565","-1","genome"
"Klebsiella pneumoniae HS102438","-1","genome"
"Klebsiella pneumoniae FDAARGOS_156","-1","genome"
"Klebsiella pneumoniae I72","-1","genome"
"Klebsiella pneumoniae HZW25","-1","genome"
"Klebsiella pneumoniae FDAARGOS_439","-1","genome"
"Klebsiella pneumoniae IA565","-1","genome"
"Klebsiella pneumoniae INF014-sc-2279884","-1","genome"
"Klebsiella pneumoniae INF042","-1","genome"
"Klebsiella pneumoniae INF125-sc-2279943","-1","genome"
"Klebsiella pneumoniae INF158","-1","genome"
"Klebsiella pneumoniae INF059","-1","genome"
"Klebsiella pneumoniae INF078","-1","genome"
"Klebsiella pneumoniae INF157","-1","genome"
"Klebsiella pneumoniae INF163","-1","genome"
"Klebsiella pneumoniae INF116-sc-2279924","-1","genome"
"Klebsiella pneumoniae INF164","-1","genome"
"Klebsiella pneumoniae INF206-sc-2280074","-1","genome"
"Klebsiella pneumoniae INF237","-1","genome"
"Klebsiella pneumoniae INF235-sc-2280127","-1","genome"
"Klebsiella pneumoniae INF249","-1","genome"
"Klebsiella pneumoniae INF278","-1","genome"
"Klebsiella pneumoniae INF274","-1","genome"
"Klebsiella pneumoniae INF322","-1","genome"
"Klebsiella pneumoniae IR1251","-1","genome"
"Klebsiella pneumoniae IR5065","-1","genome"
"Klebsiella pneumoniae IR5086","-1","genome"
"Klebsiella pneumoniae IR5755","-1","genome"
"Klebsiella pneumoniae IRQBAS102c","-1","genome"
"Klebsiella pneumoniae isolate 11","-1","genome"
"Klebsiella pneumoniae isolate 704SK6","-1","genome"
"Klebsiella pneumoniae IR5726","-1","genome"
"Klebsiella pneumoniae isolate Kp_Goe_154414","-1","genome"
"Klebsiella pneumoniae JM45","1380908","genome"
"Klebsiella pneumoniae isolate 207M1D0-sc-2013-04-03T11:21:06Z-1606409","-1","genome"
"Klebsiella pneumoniae isolate blood sample 2","-1","genome"
"Klebsiella pneumoniae isolate CNR48","-1","genome"
"Klebsiella pneumoniae JNK002","-1","genome"
"Klebsiella pneumoniae JNM10C3","-1","genome"
"Klebsiella pneumoniae JS161205112","-1","genome"
"Klebsiella pneumoniae IR5654","-1","genome"
"Klebsiella pneumoniae K2044","-1","genome"
"Klebsiella pneumoniae JUNP 254","-1","genome"
"Klebsiella pneumoniae JS187","-1","genome"
"Klebsiella pneumoniae K2606","-1","genome"
"Klebsiella pneumoniae K66-45","-1","genome"
"Klebsiella pneumoniae KCTC 2242","1049565","genome"
"Klebsiella pneumoniae KP1677","-1","genome"
"Klebsiella pneumoniae KP14003","-1","genome"
"Klebsiella pneumoniae KLP268","-1","genome"
"Klebsiella pneumoniae KP-1","1365186","genome"
"Klebsiella pneumoniae KP1692","-1","genome"
"Klebsiella pneumoniae KP17-15","-1","genome"
"Klebsiella pneumoniae KP1766","-1","genome"
"Klebsiella pneumoniae KP1768","-1","genome"
"Klebsiella pneumoniae KP17-16","-1","genome"
"Klebsiella pneumoniae KP18-2079","-1","genome"
"Klebsiella pneumoniae KP18-29","-1","genome"
"Klebsiella pneumoniae J1","-1","genome"
"Klebsiella pneumoniae KP18-3-8","-1","genome"
"Klebsiella pneumoniae KP2","-1","genome"
"Klebsiella pneumoniae KP19-2029","-1","genome"
"Klebsiella pneumoniae KP20194a","-1","genome"
"Klebsiella pneumoniae KP20194a2","-1","genome"
"Klebsiella pneumoniae KP20194b","-1","genome"
"Klebsiella pneumoniae KP20194b2","-1","genome"
"Klebsiella pneumoniae KP20194c","-1","genome"
"Klebsiella pneumoniae KP20194c3","-1","genome"
"Klebsiella pneumoniae KP20194c4","-1","genome"
"Klebsiella pneumoniae KP20194c5","-1","genome"
"Klebsiella pneumoniae KP20194d","-1","genome"
"Klebsiella pneumoniae KP20194e","-1","genome"
"Klebsiella pneumoniae KP20194f","-1","genome"
"Klebsiella pneumoniae Kp202","-1","genome"
"Klebsiella pneumoniae KP30835","-1","genome"
"Klebsiella pneumoniae Kp36","-1","genome"
"Klebsiella pneumoniae KP36","-1","genome"
"Klebsiella pneumoniae KP38731","-1","genome"
"Klebsiella pneumoniae KP33","-1","genome"
"Klebsiella pneumoniae Kp52.145","-1","genome"
"Klebsiella pneumoniae KP58","-1","genome"
"Klebsiella pneumoniae KP64","-1","genome"
